baselineId,file,patternId,riskTier,originalText,normalizedTextHash,baselineLocator,baselineContextHash,sourceFileHash,scannerConfigHash,line,column
claim-d54b0648db2aa51a26e1,content/alternatives/how-to-switch-from-premom.mdx,ftc,HIGH,"The FTC's complaint documented that Easy Healthcare shared users' precise geolocation and reproductive health data with third-party analytics firms, including AppsFlyer and Google Analytics, and with firms based in China, without disclosing this to users or obtaining meaningful consent.",6af8413c2c910420f38437966f2e275f6954c4d6a2c4c81fd14fd852868f90c7,body:root.children[1].sentence[1],9a9137f60e135ef6a6f5111f4da0ad42265bec347d38f5ea12e93765545d216f,be0ce238a825251f396cbc708d9bb5c3732fda208b14e00bf0944106f9f49c27,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,4,114
claim-cda8649490b39f6687da,content/alternatives/how-to-switch-from-premom.mdx,ftc,HIGH,"Email privacy@premom.com with the subject ""FTC Data Deletion Request.",dfb3d89252b700f40678d1c6999139a498eaf82ca2dd8bcdbc3cb6aae6024e4e,body:root.children[12].sentence[0],16d2e1bf52649bcf5500a90b653792036569354430ddb534a80611aee8f47df4,be0ce238a825251f396cbc708d9bb5c3732fda208b14e00bf0944106f9f49c27,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,26,44
claim-221f7433d0906f8c22f8,content/alternatives/how-to-switch-from-premom.mdx,ftc,HIGH,"To the extent possible under the FTC settlement order, deletion of any data already shared with third parties",d491e8609b7aff45ef7a40951ad2cd15ddb278e8b0c74555fced3a243f665198,body:root.children[14].children[2].children[0].sentence[0],d5bcba2cdcdd5d05c308e71491a70ac96ea417e4c7fffee6810f76c3d80275fb,be0ce238a825251f396cbc708d9bb5c3732fda208b14e00bf0944106f9f49c27,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,31,36
claim-281a19609fa30a5753ec,content/alternatives/how-to-switch-from-premom.mdx,ftc,HIGH,The reason to be specific here is the FTC settlement context: the data sharing that was documented included data sent to third parties.,5e79083706b10b8b334b8df1c6a7c6f84ef47b8a537f48bd0eecc0da90dd692c,body:root.children[16].sentence[0],8a7a01b2691c1393efe8310b9875f395c58ad3d6c6e197c20f0ee686e2381b5d,be0ce238a825251f396cbc708d9bb5c3732fda208b14e00bf0944106f9f49c27,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,35,39
claim-310c67b2051fe2cd2acb,content/alternatives/how-to-switch-from-premom.mdx,ftc,HIGH,"It was documented FTC enforcement: a complaint, a settlement order, and a prohibition on certain data sharing going forward.",a927b20241d2420f6d1d0ff2a90f707aa5a301d2edb941ccc09601c23f63c317,body:root.children[2].sentence[1],18b81efa6bcf0a8ed53d3eadab6885e35ff456604b5940a3bec12e90ccbdfc97,be0ce238a825251f396cbc708d9bb5c3732fda208b14e00bf0944106f9f49c27,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,6,73
claim-feb6d55f8b3ab386ce54,content/alternatives/how-to-switch-from-premom.mdx,ftc,HIGH,You can read the case details on the [FTC's Premom enforcement page](/resources/guides/premom-data-sharing-ftc).,5e2cf2e63a094b0f272fd664bb914bfd0a7e3929d5eeec529d0cb2ba2fb53476,body:root.children[2].sentence[2],18b81efa6bcf0a8ed53d3eadab6885e35ff456604b5940a3bec12e90ccbdfc97,be0ce238a825251f396cbc708d9bb5c3732fda208b14e00bf0944106f9f49c27,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,6,218
claim-41f4f24c3ba863deaf06,content/alternatives/how-to-switch-from-stardust.mdx,named-case,HIGH,Stardust launched in 2022 with an explicit appeal to users worried about period data privacy after the Dobbs decision.,59aee466d5dcf039e24a64435bd610fe7deb75bd08dca7a8c37f64c12cf40534,body:root.children[1].sentence[0],98833b6d60d1d5a90155aafb0c231a6329fb5f0d210baf170861f27e4b2cd352,e1739d571e0a7dbed2823c112a90f199a21f7fa8c24325f84e16f41ed20c316f,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,4,104
claim-327be890bdd54bcac716,content/alternatives/kindara-app-alternative.mdx,named-case,HIGH,"In a [post-Dobbs environment](/resources/guides/reproductive-data-prosecutions-after-dobbs/), this creates additional risk.",a6c3e8dd597e71142696cc78e4137a29fe97a5fd6b945252e5d9403a522863a9,body:root.children[9].sentence[1],9c1cefebe4362963f5ceff1f1d780246f6b2372a3eec812e32327bb911c076dc,d6f897b0b45b0b07a24aaaa7ac6736c139a0d2c3287bd19c1a56c54d6d399499,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,20,132
claim-6f76d2fb8a59f1117e9e,content/alternatives/magicgirl-app-alternative.mdx,named-case,HIGH,"A [post-Dobbs environment](/resources/guides/reproductive-data-prosecutions-after-dobbs/) makes cloud-stored cycle data from any user, especially a minor, a potential liability.",3cd763fcdb2713ee44ffe20532f1cd0a372d65fc3482a57b1c72e31d86786bdf,body:root.children[13].sentence[1],e590f35d0446902ac9216fd227107656b39b15573d203e0ed01f7974695c0577,66fb6cc1bdcbd28ca5b341f481c4bde2d6f1cc01097542714f1b671c57bbc916,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,32,99
claim-96c9a2d851a672398ba0,content/alternatives/natural-cycles-alternative-privacy.mdx,dollar,HIGH,Natural Cycles costs $12.99/mo with server-side storage and a mandatory subscription.,ceb6de70faf5f73c3a2cff2abe080aed1a5502d5a0f17f8db559294b0751b0cc,body:root.children[17].sentence[1],c58237c76e6dcc69348deca8699a7abe61d5838bc3a927a4e6579eadb94308b3,6197ab6226017b1449809550e75f7b3cd9901f2982a549271cd73c075d3ae70c,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,36,112
claim-dd3dc4412cdffded7376,content/alternatives/natural-cycles-alternative-privacy.mdx,dollar,HIGH,The complaint argues these data flows occurred despite the app charging $12.99/month (up to $16.99 for some plans) and marketing itself as privacy-protective.,97401796eafc661289afd5fa1c5e33fdcbdf3824874f335b4db77d5be6bd67ef,body:root.children[5].sentence[4].occurrence[0],642c308b71c3aa2f4264691eb66effbae420e2a9058896915f2d99edb8d2a7a3,6197ab6226017b1449809550e75f7b3cd9901f2982a549271cd73c075d3ae70c,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,12,401
claim-4dde0062259a401d7dab,content/alternatives/natural-cycles-alternative-privacy.mdx,dollar,HIGH,The complaint argues these data flows occurred despite the app charging $12.99/month (up to $16.99 for some plans) and marketing itself as privacy-protective.,97401796eafc661289afd5fa1c5e33fdcbdf3824874f335b4db77d5be6bd67ef,body:root.children[5].sentence[4].occurrence[1],642c308b71c3aa2f4264691eb66effbae420e2a9058896915f2d99edb8d2a7a3,6197ab6226017b1449809550e75f7b3cd9901f2982a549271cd73c075d3ae70c,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,12,421
claim-ea5ab2311e1cba9297f3,content/alternatives/natural-cycles-alternative-privacy.mdx,as-of-date,HIGH,The litigation is ongoing as of April 2026.,68306492dbcea4d82c94cbef5521aae8df04952d5dd435c7fe35921406236c26,body:root.children[7].sentence[3],316fe257a603b76b4fff77d2571dd9739f6d3bd522f68d3a73714dcc15aa0781,6197ab6226017b1449809550e75f7b3cd9901f2982a549271cd73c075d3ae70c,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,16,425
claim-b9363345c9b75a67b93e,content/alternatives/natural-cycles-alternative-privacy.mdx,dollar,HIGH,"At $12.99/mo (as of original publication; check current rates at naturalcycles.com), Natural Cycles is the most expensive mainstream period tracker.",0a8cd1d68c1b5aaa619b41bfa255074ed146763f39e9d4e176586da337ad7576,body:root.children[9].sentence[0],85320a417cd87effdd172e0379570b4607041a3ad26b2a2acc8428ba6b6873b6,6197ab6226017b1449809550e75f7b3cd9901f2982a549271cd73c075d3ae70c,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,20,4
claim-19f047e2aa19ef3d6190,content/alternatives/natural-cycles-alternative-privacy.mdx,ftc,HIGH,"For users leaving Flo after the FTC settlement who are evaluating alternatives, the cost difference is notable: Natural Cycles is priced well above most subscription period trackers, and still stores data server-side.",8c42cd83c1455cda07405b785baace4757a7a31b3c5ad26579dcb6834daf0bf9,body:root.children[9].sentence[3],85320a417cd87effdd172e0379570b4607041a3ad26b2a2acc8428ba6b6873b6,6197ab6226017b1449809550e75f7b3cd9901f2982a549271cd73c075d3ae70c,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,20,227
claim-1f3ae3da013685c8f8ec,content/alternatives/natural-cycles-cancel-delete-data.mdx,dollar,HIGH,"It's a subscription product ($12.99/month or $99.99/year as of original publication; check current rates at naturalcycles.com, with hardware bundles available).",e327d116776594d5a327c51abaef64a783e79093e107ada085e9f63b558a09e8,body:root.children[1].sentence[1].occurrence[0],ed99a6eae6983948308d1fe8e5cfcf98c33f94a0afbfe3f1bbee5dc2ac5de75a,66baf2cadfeba8673b1ec911ad803cd8931574558d93d670b79d55a70f7532e8,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,4,95
claim-96152552bace7a38b4f7,content/alternatives/natural-cycles-cancel-delete-data.mdx,dollar,HIGH,"It's a subscription product ($12.99/month or $99.99/year as of original publication; check current rates at naturalcycles.com, with hardware bundles available).",e327d116776594d5a327c51abaef64a783e79093e107ada085e9f63b558a09e8,body:root.children[1].sentence[1].occurrence[1],ed99a6eae6983948308d1fe8e5cfcf98c33f94a0afbfe3f1bbee5dc2ac5de75a,66baf2cadfeba8673b1ec911ad803cd8931574558d93d670b79d55a70f7532e8,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,4,111
claim-597c71fa650d8253da27,content/alternatives/period-app-privacy-audit.mdx,ftc,HIGH,"When the FTC took enforcement action in 2021, Flo's marketing still described the app as safe and private.",84b2c291a2352576831bb98a5b24630c23b217d59d8d19362619f6adb5a902ce,body:root.children[1].sentence[1],38f1b9fedddafa13c9958ace5769a0209e638ae92814fc92750d1733f4f58f21,7518b356205940512f569f63fbbfe4e1f3584275362cbbe307a433d58cbec246,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,4,119
claim-e4eefc080b405494a6d5,content/alternatives/period-app-privacy-audit.mdx,ftc,HIGH,These phrases cover the data-sharing practices that landed Flo in FTC proceedings.,bf4edd5b0bae8cec8a1e6e8d3fb72c2bea65973349718c732acdadf8f9e56003,body:root.children[13].sentence[2],35f519ec99b335fe244cdfb3cbfca796478f77d0bb5ed2685261b85810a5a219,7518b356205940512f569f63fbbfe4e1f3584275362cbbe307a433d58cbec246,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,34,170
claim-734b76d885c1f55256ba,content/alternatives/period-app-privacy-audit.mdx,ftc,HIGH,Search the FTC's case database at ftc.gov/cases-proceedings for the app name and company name.,6cee55e6dd91f4bd25e7c5b7f23bd02868459508e065c8b6bb87c4f245a6251b,body:root.children[18].sentence[0],780a2102307af9fcd33d1434fb1b80de1fa56758a8a5ae7a6ff9d966747ced80,7518b356205940512f569f63fbbfe4e1f3584275362cbbe307a433d58cbec246,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,46,12
claim-7090b37186eeaae7d2a8,content/alternatives/period-app-privacy-audit.mdx,ftc,HIGH,The FTC has published enforcement actions against Flo Health (2021) and Easy Healthcare/Premom (2023) for sharing reproductive health data without consent.,dfb1d50ec67ac6670c3f2615b8f1de7efa6381b2e11dd0ca0a53d23355dada3f,body:root.children[18].sentence[1],780a2102307af9fcd33d1434fb1b80de1fa56758a8a5ae7a6ff9d966747ced80,7518b356205940512f569f63fbbfe4e1f3584275362cbbe307a433d58cbec246,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,46,100
claim-b72c5e16b44777e703db,content/alternatives/period-app-privacy-audit.mdx,ftc,HIGH,For documented cases: [Flo's data sharing history](/resources/guides/does-flo-sell-your-data) and [Premom's FTC action](/resources/guides/premom-data-sharing-ftc).,b82d5f96f5e181c7700d4251591bdf88901fff144d54e13d01c0de2cc1402452,body:root.children[23].sentence[0],05bbc5e567679ec811f2d13216453da85fd5f7fa685a32492bd6f4620af5c750,7518b356205940512f569f63fbbfe4e1f3584275362cbbe307a433d58cbec246,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,56,109
claim-122d3e1a90b6cfd59608,content/alternatives/premom-app-alternative.mdx,ftc,HIGH,"On May 17, 2023, the FTC filed its second-ever Health Breach Notification Rule enforcement action against Easy Healthcare Corporation, the company behind the Premom ovulation tracking app (Case 1:23-cv-03107, N.D.",4866af2690f961b83c20f91d5be2c5182212b90919d8f9ce89c19b7b5de65111,body:root.children[1].sentence[0],44c2377e3b1cd2f3b784a7b7d09b6e7032bebbbd3cd0c8bdde1e74f4d97cd232,4f4568324212d3f6e969529ea1ff574e479d757dd805c35348199bc908066972,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,4,22
claim-b41e0a95240f9ae9017e,content/alternatives/premom-app-alternative.mdx,ftc,HIGH,"For users who found Premom's fertility features valuable but were concerned by the FTC enforcement action, Floriva offers cycle and ovulation tracking without the Premom ad-tech data path.",ffbcdddd3202e3e798389be4b722f888e41622f508e830b99aa201ee9c4bb5bc,body:root.children[10].sentence[3],ac94a88a3c6814d4991060d6689f1e29807541fdecc208b8cce72e68afc9dbf6,4f4568324212d3f6e969529ea1ff574e479d757dd805c35348199bc908066972,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,22,343
claim-a18489881fed4fa6b556,content/alternatives/premom-app-alternative.mdx,dollar,HIGH,"The settlement imposed a $100,000 federal civil penalty and an additional $100,000 to state attorneys general in Connecticut, Oregon, and D.C.",f4d9e544ff37727d272aa591d66bacc64e88ffdd2ac2f2c5733bee6db5b0cbb0,body:root.children[3].sentence[0].occurrence[0],d308a20b253b0dbc0bfc87ab147d40e0b10fdbdbbcd4f2d53a1a3269115aa194,4f4568324212d3f6e969529ea1ff574e479d757dd805c35348199bc908066972,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,8,26
claim-1701b4940e121b0fedad,content/alternatives/premom-app-alternative.mdx,dollar,HIGH,"The settlement imposed a $100,000 federal civil penalty and an additional $100,000 to state attorneys general in Connecticut, Oregon, and D.C.",f4d9e544ff37727d272aa591d66bacc64e88ffdd2ac2f2c5733bee6db5b0cbb0,body:root.children[3].sentence[0].occurrence[1],d308a20b253b0dbc0bfc87ab147d40e0b10fdbdbbcd4f2d53a1a3269115aa194,4f4568324212d3f6e969529ea1ff574e479d757dd805c35348199bc908066972,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,8,75
claim-0f5373fc7af08b0a9d2c,content/alternatives/premom-app-alternative.mdx,ftc,HIGH,The FTC action was not about the features.,334bb39577f24bba71881dada188732f2a9b55afd03e5df36d6acd84a46c2035,body:root.children[4].sentence[2],e287510ea1dc4c63254cf8cbe8fde4dcbd24cfab0b7df032f7eff22e0b1097fb,4f4568324212d3f6e969529ea1ff574e479d757dd805c35348199bc908066972,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,10,208
